Test68, 000200, AA, 768, 10, 76.800000, AAA, 198, 10, 19.800000, AAAA, 285, 10, 28.500000, MLOFI, 749, 10, 74.900000, 148, N, 
Test69, 000200, AA, 769, 10, 76.900000, AAA, 196, 10, 19.600000, AAAA, 170, 10, 17.000000, MLOFI, 865, 10, 86.500000, 148, N, 
Test70, 000200, AA, 976, 10, 97.600000, AAA, 10, 10, 1.000000, AAAA, 30, 10, 3.000000, MLOFI, 984, 10, 98.400000, 148, N, 
Test71, 000200, AA, 744, 10, 74.400000, AAA, 88, 10, 8.800000, AAAA, 250, 10, 25.000000, MLOFI, 918, 10, 91.800000, 148, N, 
Test72, 000200, AA, 848, 10, 84.800000, AAA, 97, 10, 9.700000, AAAA, 109, 10, 10.900000, MLOFI, 946, 10, 94.600000, 148, N, 
Test73, 000200, AA, 974, 10, 97.400000, AAA, 16, 10, 1.600000, AAAA, 25, 10, 2.500000, MLOFI, 985, 10, 98.500000, 148, N, 
Test74, 000200, AA, 971, 10, 97.100000, AAA, 13, 10, 1.300000, AAAA, 31, 10, 3.100000, MLOFI, 985, 10, 98.500000, 148, N, 
Test75, 000200, AA, 918, 10, 91.800000, AAA, 35, 10, 3.500000, AAAA, 60, 10, 6.000000, MLOFI, 987, 10, 98.700000, 148, N, 
Test76, 000200, AA, 972, 10, 97.200000, AAA, 18, 10, 1.800000, AAAA, 30, 10, 3.000000, MLOFI, 980, 10, 98.000000, 148, N, 
Test77, 000200, AA, 980, 10, 98.000000, AAA, 8, 10, 0.800000, AAAA, 29, 10, 2.900000, MLOFI, 983, 10, 98.300000, 148, N, 
Test78, 000200, AA, 645, 10, 64.500000, AAA, 430, 10, 43.000000, AAAA, 233, 10, 23.300000, MLOFI, 692, 10, 69.200000, 148, N, 
Test79, 000200, AA, 425, 10, 42.500000, AAA, 259, 10, 25.900000, AAAA, 936, 10, 93.600000, MLOFI, 380, 10, 38.000000, 148, N, 
Test80, 000200, AA, 971, 10, 97.100000, AAA, 18, 10, 1.800000, AAAA, 30, 10, 3.000000, MLOFI, 981, 10, 98.100000, 148, N, 
Test81, 000200, AA, 679, 10, 67.900000, AAA, 269, 10, 26.900000, AAAA, 133, 10, 13.300000, MLOFI, 919, 10, 91.900000, 148, N, 
Test82, 000200, AA, 905, 10, 90.500000, AAA, 46, 10, 4.600000, AAAA, 98, 10, 9.800000, MLOFI, 951, 10, 95.100000, 148, N, 
Test83, 000200, AA, 885, 10, 88.500000, AAA, 141, 10, 14.100000, AAAA, 70, 10, 7.000000, MLOFI, 904, 10, 90.400000, 148, N, 
Test84, 000200, AA, 745, 10, 74.500000, AAA, 273, 10, 27.300000, AAAA, 176, 10, 17.600000, MLOFI, 806, 10, 80.600000, 148, N, 
Test85, 000200, AA, 908, 10, 90.800000, AAA, 82, 10, 8.200000, AAAA, 28, 10, 2.800000, MLOFI, 982, 10, 98.200000, 148, N, 
Test86, 000200, AA, 935, 10, 93.500000, AAA, 11, 10, 1.100000, AAAA, 90, 10, 9.000000, MLOFI, 964, 10, 96.400000, 148, N, 
Test87, 000200, AA, 340, 10, 34.000000, AAA, 296, 10, 29.600000, AAAA, 794, 10, 79.400000, MLOFI, 570, 10, 57.000000, 147, N, 
Test88, 000200, AA, 975, 10, 97.500000, AAA, 10, 10, 1.000000, AAAA, 34, 10, 3.400000, MLOFI, 981, 10, 98.100000, 148, N, 
Test89, 000200, AA, 817, 10, 81.700000, AAA, 58, 10, 5.800000, AAAA, 213, 10, 21.300000, MLOFI, 912, 10, 91.200000, 148, N, 
Test90, 000200, AA, 924, 10, 92.400000, AAA, 52, 10, 5.200000, AAAA, 96, 10, 9.600000, MLOFI, 928, 10, 92.800000, 148, N, 
Test91, 000200, AA, 982, 10, 98.200000, AAA, 7, 10, 0.700000, AAAA, 28, 10, 2.800000, MLOFI, 983, 10, 98.300000, 148, N, 
Test92, 000200, AA, 982, 10, 98.200000, AAA, 11, 10, 1.100000, AAAA, 22, 10, 2.200000, MLOFI, 985, 10, 98.500000, 148, N, 
Test93, 000200, AA, 980, 10, 98.000000, AAA, 8, 10, 0.800000, AAAA, 26, 10, 2.600000, MLOFI, 986, 10, 98.600000, 148, N, 
Test94, 000200, AA, 816, 10, 81.600000, AAA, 41, 10, 4.100000, AAAA, 162, 10, 16.200000, MLOFI, 981, 10, 98.100000, 148, N, 
Test95, 000200, AA, 853, 10, 85.300000, AAA, 19, 10, 1.900000, AAAA, 199, 10, 19.900000, MLOFI, 929, 10, 92.900000, 148, N, 
Test96, 000200, AA, 731, 10, 73.100000, AAA, 68, 10, 6.800000, AAAA, 222, 10, 22.200000, MLOFI, 979, 10, 97.900000, 148, N, 
Test97, 000200, AA, 688, 10, 68.800000, AAA, 291, 10, 29.100000, AAAA, 528, 10, 52.800000, MLOFI, 493, 10, 49.300000, 148, N, 
Test98, 000200, AA, 981, 10, 98.100000, AAA, 12, 10, 1.200000, AAAA, 25, 10, 2.500000, MLOFI, 982, 10, 98.200000, 148, N, 
Test99, 000200, AA, 834, 10, 83.400000, AAA, 50, 10, 5.000000, AAAA, 133, 10, 13.300000, MLOFI, 983, 10, 98.300000, 148, N, 
